genres,release_date,id,item_id,playtime_forever
"['Action', 'Adventure']",2017-10-31,627910.0,271590,5457
"['Action', 'Indie', 'Early Access']",2017-10-31,731600.0,344030,0
"['Action', 'Adventure']",2017-10-31,735480.0,344040,37
"['Action', 'RPG']",2017-10-31,427700.0,344100,0
"['Casual', 'Indie', 'Strategy']",2017-10-31,725340.0,344130,323
"['Simulation', 'Strategy']",2017-10-31,735280.0,344190,0
"['Casual', 'Indie', 'Strategy']",2017-10-31,724740.0,344260,0
"['Audio Production', 'Software Training', 'Utilities', 'Video Production']",2017-10-24,679580.0,344300,218
"['Casual', 'Simulation']",2017-10-31,637766.0,344440,88
"['Casual', 'Simulation']",2017-10-31,637767.0,344480,0
"['Design &amp; Illustration', 'Photo Editing', 'Software Training', 'Utilities', 'Video Production']",2017-10-24,679590.0,344500,175
"['Casual', 'Simulation']",2017-10-31,637768.0,344750,261
"['Casual', 'Simulation']",2017-10-31,637769.0,344790,235
"['Action', 'Free to Play']",2017-10-31,355180.0,344800,0
"['Casual', 'Indie']",2014-08-30,736050.0,344810,0
"['Action', 'Adventure', 'Free to Play', 'Indie']",2017-10-31,647760.0,344860,240
['Adventure'],2017-10-31,664850.0,344880,193
"['Action', 'Adventure', 'Free to Play', 'Indie']",2017-10-31,728180.0,344910,177
"['Action', 'Adventure', 'Free to Play']",2017-10-31,617410.0,345010,0
"['Casual', 'Indie']",2017-10-31,718370.0,345060,125
"['Adventure', 'Indie', 'Racing', 'Simulation', 'Early Access']",2017-10-31,719830.0,345090,76
"['Indie', 'Simulation']",Q2 2018 (Tentative),738270.0,345120,336
"['Casual', 'Strategy']",2017-10-31,742730.0,345130,0
['Simulation'],2017-10-30,675010.0,345180,403
"['Casual', 'Strategy']",2017-10-31,713700.0,345220,212
"['Casual', 'Indie', 'Strategy']",2017-10-30,661280.0,345280,109
"['Casual', 'Indie', 'Strategy']",2017-10-30,661310.0,345290,0
"['Action', 'Adventure', 'Indie', 'RPG', 'Simulation', 'Strategy']",2017-10-30,742310.0,345300,0
"['Casual', 'Indie', 'Strategy']",2017-10-30,661311.0,345310,0
"['Casual', 'Indie', 'Strategy']",2017-10-30,661312.0,301910,299
"['Casual', 'Indie', 'Strategy']",2017-10-30,661313.0,345440,417
"['Adventure', 'Indie', 'RPG', 'Strategy']",2017-10-30,738980.0,342240,132
"['Action', 'Adventure', 'Indie']",2017-10-31,626170.0,345520,67
"['Adventure', 'Casual', 'Indie']",2017-10-30,655270.0,345580,0
"['Action', 'Early Access']",2017-10-31,658440.0,345700,0
"['Adventure', 'Indie']",2017-10-31,726430.0,345710,0
"['Action', 'Indie']",2017,527150.0,323470,199
"['RPG', 'Strategy']",2017-10-30,650240.0,345750,0
"['RPG', 'Strategy']",2017-10-30,650242.0,222440,399
"['RPG', 'Strategy']",2017-10-30,650243.0,345820,519
"['RPG', 'Strategy']",2017-10-30,650241.0,337670,0
"['Action', 'Casual', 'Indie', 'Racing']",2017-10-30,705210.0,346010,35
"['Indie', 'Strategy']",2017-10-30,635030.0,346040,166
['RPG'],2017-10-30,564792.0,346080,112
['Indie'],2017-10-30,718220.0,346140,213
"['Casual', 'Indie', 'Simulation', 'Strategy']",2017-10-30,726030.0,346150,0
"['Adventure', 'Indie']",2017-10-30,727340.0,346160,0
"['Adventure', 'RPG']",2017-10-30,742320.0,346180,55
"['Action', 'Adventure']",2017-10-30,740060.0,346200,187
"['Adventure', 'Indie', 'RPG']",2017-11-01,735680.0,346210,16
"['Casual', 'Indie']",2017-10-30,733190.0,346240,0
"['Adventure', 'Simulation']",2017-10-30,727910.0,346250,0
"['Action', 'Casual', 'Strategy']",2017-10-30,688400.0,346270,0
"['Free to Play', 'Indie']",2017-10-30,731180.0,346290,0
"['Action', 'Casual', 'Indie']",2017-10-30,709520.0,346320,0
"['Action', 'Indie', 'Early Access']",2017-10-27,732980.0,346330,0
"['Action', 'Adventure', 'Indie']",2017-10-30,732150.0,346340,35
"['Action', 'Indie']",2017-10-30,713940.0,343810,46
"['Adventure', 'Indie', 'Early Access']",Q1 2018,680590.0,343830,35
"['RPG', 'Strategy']",2017-10-30,626600.0,346400,0
"['Action', 'Early Access']",2017-11-24,738880.0,346430,255
"['RPG', 'Strategy']",2017-10-30,650230.0,346440,0
"['Adventure', 'Indie']",2017-10-29,734010.0,346450,0
"['Action', 'Adventure', 'Casual', 'RPG']",2017-10-27,603060.0,346490,327
"['Action', 'Casual', 'Indie', 'RPG', 'Strategy', 'Early Access']",2017-10-27,706010.0,346560,215
"['Adventure', 'Indie']",2017-10-27,740960.0,346630,187
"['Indie', 'Simulation']",2017-10-26,744640.0,346650,0
"['Casual', 'Indie']",2017-10-31,705250.0,346670,0
"['Casual', 'Indie']",2017-10-28,726040.0,346770,0
"['Adventure', 'Indie']",2017-10-27,742430.0,239140,1563
"['Indie', 'RPG', 'Strategy']",2017-10-28,629610.0,346800,0
"['Action', 'Casual', 'Indie', 'Simulation']",2017-10-28,729170.0,346810,220
"['Action', 'Indie', 'Racing', 'Simulation', 'Early Access']",2017-10-28,710540.0,305500,0
"['Action', 'Adventure', 'Free to Play', 'Indie']",2017-10-28,613800.0,346900,2329
['Indie'],2017-10-18,692090.0,346920,0
"['Casual', 'Indie', 'Simulation', 'Strategy']",2017-10-28,730120.0,347030,236
['Adventure'],2017-10-27,738680.0,347040,335
"['Action', 'Casual', 'Indie', 'Simulation']",2017-10-27,586270.0,347350,1
"['Action', 'Adventure', 'Casual', 'Indie']",2017-10-27,586280.0,347360,1
"['Adventure', 'Free to Play', 'Indie']",2017-10-27,731770.0,347370,1
['Casual'],2017-10-27,730030.0,495400,0
"['Free to Play', 'Massively Multiplayer', 'Simulation', 'Sports']",2017-10-27,591985.0,347410,248
"['Adventure', 'Casual', 'Indie']",2017-10-27,662330.0,347430,179
"['Action', 'Indie']",2017-10-27,726020.0,347510,186
"['Simulation', 'Strategy']",2017-10-27,728930.0,347520,0
"['Action', 'Free to Play', 'Strategy']",2010-04-24,721720.0,347590,515
['Indie'],2017-10-27,717670.0,347610,217
"['Action', 'Free to Play', 'Massively Multiplayer']",2017-10-30,740050.0,347630,0
"['Adventure', 'Indie', 'RPG', 'Strategy']",2017-10-27,744930.0,347560,229
"['Action', 'Adventure', 'Indie']",2017-10-27,735330.0,347730,137
"['Action', 'Adventure', 'RPG']",2017-10-26,582160.0,279940,244
"['Action', 'Adventure', 'Indie', 'RPG', 'Strategy']",Early 2018,371140.0,347930,0
"['Action', 'Free to Play', 'Indie', 'Early Access']",2017-10-26,741320.0,348000,0
"['Casual', 'Indie', 'Massively Multiplayer', 'Strategy']",2017-10-27,727860.0,348020,117
"['Action', 'Casual']",2017-10-27,660860.0,346370,2
"['Adventure', 'Indie']",2017-10-26,732090.0,347790,0
"['Action', 'Casual', 'Strategy']",2017-10-27,736610.0,266510,390
"['Adventure', 'Casual', 'Indie', 'Strategy']",2017-10-27,744310.0,348340,1722
['Sports'],2017-10-27,692050.0,348360,216
['Sports'],2017-10-27,627450.0,348380,0
"['Action', 'Adventure', 'Casual', 'RPG']",2017-10-27,607890.0,348430,0
"['Indie', 'Simulation', 'Strategy']",2018,720250.0,348440,0
"['Casual', 'Free to Play', 'Indie', 'Simulation', 'Sports']",2017-10-27,729580.0,348530,112
['Action'],2017-10-27,693950.0,348540,280
"['Casual', 'Indie', 'RPG']",2017-10-27,675990.0,348620,0
"['Animation &amp; Modeling', 'Design &amp; Illustration']",2017-10-26,719010.0,348670,5
"['Indie', 'Strategy']",2017-10-26,734740.0,348650,217
"['Adventure', 'Simulation']",2017-10-26,739700.0,348870,393
"['Adventure', 'Casual', 'Indie', 'Strategy']",2017-10-26,743520.0,348980,590
"['Action', 'Indie']",Demo is available now!,701630.0,349100,0
['Action'],2017-10-26,612880.0,349210,19
"['Adventure', 'Indie', 'RPG', 'Strategy']",2017-10-26,497800.0,349250,0
"['Adventure', 'Casual', 'Indie', 'Sports', 'Strategy']",2017-10-26,740700.0,349500,174
"['Action', 'Free to Play', 'Indie', 'RPG', 'Strategy']",2017-10-26,726190.0,349580,697
"['Indie', 'RPG', 'Strategy']",2017-10-26,702540.0,349750,0
"['Casual', 'Indie']",2017-10-26,716070.0,350010,207
['Action'],2017-10-26,735000.0,350020,0
"['Casual', 'Indie', 'Simulation']",2017-10-26,723890.0,287290,76
['Action'],2017-10-26,737990.0,350330,0
"['Action', 'Indie']",2017-10-26,723460.0,350430,0
"['Adventure', 'Indie', 'RPG']",2017-10-26,742150.0,350450,0
"['Indie', 'RPG', 'Strategy']",2017-10-25,713630.0,350620,0
['Video Production'],2017-09-13,705830.0,339280,17
"['Adventure', 'Casual', 'Indie']",2017-10-25,707920.0,350630,229
"['Adventure', 'Indie']",2017-10-25,502780.0,350660,0
"['Action', 'Adventure', 'Indie', 'Simulation', 'Strategy']",2017-12-13,652190.0,350700,0
"['Adventure', 'Indie', 'RPG']",2017-10-25,645690.0,349540,312
['Utilities'],2017-10-25,735370.0,350990,0
"['Casual', 'Indie', 'Simulation']",2017-10-25,592472.0,351030,1442
"['Casual', 'Indie', 'Simulation']",2017-10-25,592473.0,351040,0
"['Casual', 'Indie', 'Simulation']",2017-10-25,592471.0,351150,212
"['Casual', 'Indie', 'Simulation']",2017-10-25,565353.0,351240,277
"['Casual', 'Indie', 'Simulation']",2017-10-25,592470.0,351250,349
"['Adventure', 'Indie']",When it's done,741730.0,351290,0
"['Casual', 'Indie', 'Simulation']",2017-10-25,592474.0,351340,324
"['Adventure', 'Indie']",2017-10-26,732840.0,351400,253
"['Adventure', 'Indie', 'Simulation']",2017-10-26,712730.0,351410,0
"['Adventure', 'Indie']",2017-10-25,734810.0,351450,232
"['Casual', 'Indie', 'Sports']",2017-10-26,580660.0,351470,35
"['Casual', 'Indie']",2017-10-25,721420.0,351790,0
"['Indie', 'RPG', 'Strategy']",2017-10-25,733490.0,351800,80
"['Indie', 'RPG', 'Strategy']",2017-10-25,741180.0,351810,0
"['Indie', 'RPG', 'Strategy']",2017-10-25,742780.0,351840,0
"['Indie', 'RPG', 'Strategy']",2017-10-25,695870.0,238370,192
"['Indie', 'RPG', 'Strategy']",2017-10-25,742810.0,397080,0
"['Action', 'Adventure']",2017-10-24,630310.0,352010,329
"['Casual', 'Indie']",2017-10-24,740020.0,352120,254
"['Adventure', 'Casual', 'Indie', 'RPG']",2017-10-24,726120.0,352160,0
"['Adventure', 'Strategy']",2017-10-24,625980.0,352190,180
"['Adventure', 'Strategy']",2017-10-24,711860.0,352520,0
"['Indie', 'RPG', 'Strategy']",2017-10-24,731020.0,347440,275
"['Casual', 'Free to Play']",2017-10-24,673430.0,319140,0
"['Action', 'Indie', 'Simulation']",2017-10-20,705950.0,352750,0
"['Adventure', 'Casual']",2017-10-24,729930.0,352960,471
"['Indie', 'RPG', 'Strategy']",2017-10-24,729360.0,331160,0
"['Casual', 'Indie']",2017-10-25,701290.0,331450,0
"['Casual', 'Indie', 'Strategy']",2017-10-24,731870.0,331970,0
"['Action', 'Adventure', 'Casual', 'Indie', 'Early Access']",2017-10-25,717330.0,332260,0
"['Casual', 'Indie']",2017-10-25,711110.0,338300,0
"['Adventure', 'Indie', 'RPG']",Fall 2017,698050.0,339040,0
"['Adventure', 'Indie']",2017-10-25,727730.0,340990,0
"['Action', 'Indie']",2017-10-25,724600.0,343140,0
"['Casual', 'Indie']",2017-10-25,703920.0,353070,187
"['Casual', 'Indie']",2017-10-25,741020.0,353110,0
"['Action', 'Adventure', 'Casual', 'Indie']",2017-10-25,731580.0,353130,0
"['Action', 'Adventure', 'Indie', 'Early Access']",2017-10-25,617590.0,353300,0
"['Action', 'Casual', 'Indie']",2017-10-25,724130.0,353360,0
"['Action', 'Adventure', 'Casual', 'Indie']",2017-10-25,734230.0,353550,0
"['Action', 'Adventure', 'Indie']",2017-10-25,701710.0,353560,0
"['Action', 'Adventure', 'Indie', 'RPG']",2017-10-25,646900.0,358170,0
"['Action', 'Adventure', 'Indie']",2017-10-25,619120.0,358180,0
"['Action', 'Indie']",2017-10-25,741660.0,358190,0
"['Action', 'Indie']",2017-10-25,703620.0,358200,0
"['Adventure', 'Indie']",2017-10-25,728420.0,358210,0
"['Adventure', 'Indie']",2017-10-25,331870.0,358220,0
['Design &amp; Illustration'],2017-10-25,673400.0,358230,0
"['Action', 'Adventure', 'Indie']",2017-10-25,725490.0,358240,0
"['Casual', 'Indie', 'Strategy']",2017-10-24,721380.0,358270,0
"['Adventure', 'Indie']",2017-10-24,734120.0,358280,0
['Strategy'],2017-10-24,588080.0,358310,0
['Indie'],2017-11-01,732100.0,358320,0
"['Free to Play', 'Simulation', 'Strategy']",2017-10-25,598820.0,358330,0
"['Simulation', 'Sports', 'Strategy']",2017-10-25,646150.0,358340,0
"['Adventure', 'Casual', 'Indie']",2017-10-25,691450.0,358350,0
"['Action', 'Adventure', 'Indie']",2017-10-25,658990.0,358360,0
['Racing'],2017-10-24,728460.0,358380,0
['Racing'],2017-10-24,728461.0,358390,0
['Racing'],2017-10-24,728462.0,358400,0
"['Indie', 'RPG', 'Strategy']",2017-10-24,625820.0,358410,0
['Racing'],2017-10-24,728463.0,358420,0
"['Simulation', 'Strategy']",2017-10-24,718710.0,358440,0
"['Action', 'Adventure', 'Free to Play', 'Massively Multiplayer', 'RPG']",2017-10-23,732410.0,359850,0
['Indie'],2017-10-23,415170.0,353600,102
"['Action', 'Adventure', 'Casual', 'Indie', 'Strategy']",2017-10-23,739620.0,353610,0
"['Adventure', 'Casual', 'RPG']",2017-10-23,727220.0,353790,0
"['Free to Play', 'Massively Multiplayer', 'Simulation', 'Sports']",2017-10-23,591984.0,353940,0
"['Action', 'Indie']",2017-10-20,727320.0,354040,242
"['Action', 'Casual', 'Free to Play', 'Indie']",2017-05-15,661830.0,350810,262
"['Action', 'Adventure', 'Casual', 'Indie']",2017-10-20,738870.0,351480,279
"['Casual', 'Indie', 'Simulation']",2017-10-06,726520.0,348180,261
"['Action', 'Adventure', 'Casual', 'Indie']",2017-10-20,658160.0,348290,0
"['Adventure', 'Casual', 'Indie', 'Simulation']",Oct 2017,650690.0,351820,0
"['Action', 'Casual', 'Indie']",2017-10-21,727590.0,354180,409
"['Free to Play', 'Massively Multiplayer', 'Simulation', 'Strategy']",2017-10-21,672680.0,354200,0
"['Casual', 'Indie']",2017-10-18,703270.0,354240,226
"['Action', 'Casual']",2017-10-21,725400.0,354290,0
"['Adventure', 'Indie', 'Simulation', 'Strategy', 'Early Access']",2017-10-23,717020.0,350220,0
"['Casual', 'Indie', 'Massively Multiplayer', 'Simulation', 'Early Access']",2017-10-23,588120.0,352400,126
"['Adventure', 'Casual', 'Indie']",2017-10-23,568460.0,354500,1
"['Casual', 'Indie', 'Simulation', 'Strategy']",2017-10-23,545830.0,354510,0
"['Adventure', 'Indie']",2017-10-23,732280.0,354520,0
"['Action', 'Casual', 'Indie']",2017-10-22,740950.0,354540,0
"['Casual', 'Indie']",2017-10-23,703540.0,354550,0
"['Adventure', 'Casual', 'Indie', 'Strategy']",2017-10-23,741090.0,354560,83
"['Adventure', 'Indie', 'RPG']",2017-10-23,738940.0,354620,225
"['Action', 'Adventure', 'Strategy']",1995-01-01,717720.0,354650,68
"['Adventure', 'Indie', 'RPG']",2017-03-30,676340.0,354690,0
['Action'],2017-09-26,721950.0,354730,234
"['Adventure', 'Casual', 'Indie']",2017-10-23,730850.0,354770,0
"['Adventure', 'Casual', 'Indie', 'Sports', 'Strategy']",2017-10-23,739460.0,354820,0
"['Casual', 'Indie']",2017-10-01,724570.0,354850,96
"['Indie', 'RPG', 'Simulation', 'Early Access']",2017-10-23,695600.0,354860,343
"['Casual', 'Indie', 'Strategy']",2017-10-22,727200.0,354870,15
"['Action', 'Casual', 'Indie', 'Racing']",2017-10-21,722050.0,354910,12
['Indie'],2017-10-20,699830.0,354920,165
['Casual'],2017-10-21,722910.0,354950,79
"['Action', 'Indie']",2017-10-20,664510.0,354970,0
"['Indie', 'Simulation', 'Strategy', 'Early Access']",2017-10-20,722670.0,355000,0
"['Adventure', 'Casual', 'Indie']",2017-10-20,576614.0,355080,210
"['Action', 'Casual', 'Indie']",2017-10-20,713370.0,355100,530
['Casual'],2017-10-20,720600.0,350080,620
"['Adventure', 'Indie', 'RPG', 'Strategy']",2017-10-20,736750.0,355180,0
['Simulation'],2017-10-20,714170.0,355270,0
['Simulation'],2017-10-20,573680.0,355300,0
"['Action', 'Indie', 'Strategy']",2017-10-20,693670.0,354900,0
"['Adventure', 'Indie', 'RPG']",2017-10-20,725410.0,355430,201
"['Racing', 'Simulation']",2017-10-20,717490.0,355500,0
"['Action', 'Indie', 'Strategy']",2017-10-20,652000.0,355510,0
"['Adventure', 'Casual', 'Indie']",2017-10-20,693030.0,355520,252
"['Action', 'Indie', 'Sports', 'Early Access']",2017-10-20,636690.0,355560,221
"['Action', 'Casual', 'Indie']",2017-10-20,722090.0,351640,0
"['Indie', 'RPG', 'Strategy']",2017-10-20,731850.0,355410,56
"['Action', 'Indie']",2017-10-20,619800.0,355650,0
"['Action', 'Casual', 'Indie']",2017-10-20,722080.0,355810,288
"['Action', 'Indie']",2017-10-20,708800.0,355840,7
"['Adventure', 'Casual', 'Indie']",2017-10-20,721711.0,355970,238
"['Adventure', 'Casual', 'Indie']",2017-10-20,721710.0,355980,0
['Indie'],2017-10-20,736100.0,356040,304
"['Indie', 'Strategy']",2017-10-20,574962.0,356070,56
['Action'],2017-02-20,718040.0,356130,0
"['Action', 'Casual', 'Indie']",2016-12-19,556780.0,356160,0
"['Casual', 'Indie', 'Simulation']",2017-10-20,680760.0,356200,267
"['Action', 'Casual', 'Free to Play', 'Indie', 'Simulation', 'Sports']",2017-10-20,731080.0,356260,0
"['Indie', 'Strategy']",2017-10-20,710880.0,356280,0
"['Adventure', 'Casual']",2017-10-20,729960.0,356310,0
['Action'],1996-01-01,713070.0,356330,0
"['Action', 'Indie']",2017-10-20,600230.0,356370,0
"['Adventure', 'Indie']",2017-10-20,720640.0,352620,274
['Strategy'],2017-10-20,606080.0,356430,0
"['Action', 'Casual', 'Indie']",2017-10-20,723750.0,356510,0
"['Adventure', 'Indie']",2017-10-20,613470.0,356520,45
"['Action', 'Indie']",2017-10-20,675870.0,356540,272
"['Action', 'Casual', 'Indie']",2017-10-20,729570.0,356580,0
"['Indie', 'RPG', 'Strategy']",2017-10-20,737350.0,356640,0
['Simulation'],2017-10-20,728302.0,356670,0
"['Indie', 'RPG', 'Strategy']",2017-10-20,738140.0,356730,326
"['Casual', 'Indie', 'Simulation']",2017-10-04,729230.0,356870,0
"['Indie', 'RPG', 'Strategy']",2017-10-20,738110.0,357070,232
"['Free to Play', 'Indie', 'Strategy', 'Early Access']",2017-10-20,700570.0,357120,277
"['Indie', 'RPG', 'Strategy']",2017-10-20,738240.0,334420,594
"['Action', 'Indie', 'Early Access']",2017-10-20,700270.0,356380,96
"['Free to Play', 'Massively Multiplayer', 'Simulation', 'Sports']",2017-10-19,591986.0,356880,0
"['Action', 'Adventure', 'Casual', 'Indie', 'Simulation']",2017-10-19,731750.0,357200,179
"['Adventure', 'Indie', 'RPG']",2017-10-19,726230.0,315880,2
['Strategy'],2017-10-19,645401.0,357280,180
"['Action', 'Indie']",2017-10-19,610840.0,357290,0
"['Action', 'Adventure', 'Indie']",2017-10-19,596520.0,357300,379
"['Casual', 'Indie', 'RPG', 'Strategy']",2017-10-19,722990.0,357370,183
"['Adventure', 'Indie']",2017-10-14,727110.0,357480,229
"['Action', 'Massively Multiplayer', 'RPG', 'Early Access']",2017-10-19,647530.0,357600,45
['RPG'],2017-10-20,701580.0,357720,280
['Simulation'],2017-10-19,630010.0,357770,59
['Simulation'],2017-10-19,562370.0,357780,286
"['Casual', 'Indie']",2017-10-20,718680.0,357830,246
['Simulation'],2017-10-19,663250.0,357840,0
['Simulation'],2017-10-19,500212.0,357900,50
"['Action', 'Adventure', 'Indie']",2017-10-19,378410.0,357930,0
"['Casual', 'Indie', 'Simulation', 'Sports', 'Early Access']",2017-10-19,726580.0,358000,0
"['Indie', 'RPG', 'Strategy']",2017-10-19,732460.0,234920,198
['Simulation'],2017-10-19,643671.0,358080,216
['Simulation'],2017-10-19,609822.0,358480,597
"['Simulation', 'Strategy']",2017-10-19,614580.0,358640,0
"['Simulation', 'Strategy']",2017-10-19,715190.0,351860,228
"['Action', 'Casual', 'Indie', 'Racing']",2017-10-19,720480.0,351870,0
"['Action', 'Casual', 'Indie', 'Racing']",2017-10-19,722310.0,358810,0
"['Indie', 'Strategy']",2017-10-19,723650.0,358840,0
"['Adventure', 'Indie']",2017-10-19,722870.0,356270,0
"['Action', 'Indie']",2017-10-19,715990.0,356290,0
"['Casual', 'Indie']",2017-10-18,725170.0,358960,192
"['Action', 'Free to Play', 'Indie']",2017-10-14,727280.0,359040,171
"['Casual', 'Indie', 'Strategy']",2017-10-18,714760.0,359050,186
"['Casual', 'Indie', 'Strategy']",2017-10-18,610180.0,359060,300
"['Action', 'Free to Play', 'Massively Multiplayer', 'Strategy']",2017-10-18,715310.0,359090,0
"['Casual', 'Indie']",2017-10-18,733810.0,359190,0
"['Casual', 'Indie']",2017-10-18,722680.0,359220,0
['Strategy'],2017-10-18,732500.0,359250,217
"['Casual', 'Indie']",2017-10-18,702310.0,359260,216
"['Indie', 'RPG', 'Strategy']",2017-10-18,650440.0,359290,0
"['Action', 'Indie']",2017-10-18,716890.0,357910,0
"['Adventure', 'Indie']",2017-10-18,726320.0,359300,314
"['Casual', 'Indie']",2017-10-18,674440.0,359320,22
"['Indie', 'Simulation']",2017-10-18,728700.0,359560,261
"['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Simulation']",2017-10-18,622370.0,359580,239
"['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Simulation']",2017-10-18,683270.0,359800,0
"['Indie', 'Simulation']",2017-10-18,578720.0,359810,514
"['Indie', 'Simulation']",2017-10-18,736320.0,359900,230
"['Adventure', 'Indie']",2017-07-25,712420.0,359960,306
"['Action', 'Casual', 'Indie']",2008-05-12,708710.0,360010,236
"['Adventure', 'Indie']",2017-08-08,695380.0,360130,0
"['Action', 'Free to Play', 'Indie', 'Strategy']",2017-10-18,659630.0,360150,326
"['Action', 'Indie']",2017-10-18,699150.0,347270,0
"['Casual', 'Indie']",2017-10-18,676430.0,347230,0
"['Free to Play', 'Simulation']",2017-10-18,626010.0,347250,0
['Action'],2017-10-17,721147.0,360380,166
['Action'],2017-10-17,721149.0,360390,237
['Action'],2017-10-17,721148.0,360520,0
"['Adventure', 'Indie']",2017-10-17,695580.0,360590,239
['RPG'],2017-10-17,628170.0,360620,0
['Strategy'],2017-10-17,628050.0,360640,143
['Strategy'],2017-10-17,628120.0,360650,206
"['Action', 'Casual', 'Indie', 'Early Access']",2017-10-18,661920.0,360720,0
['Adventure'],2017-10-18,600000.0,360750,0
"['Simulation', 'Sports']",2017-10-17,664430.0,360870,70
"['Action', 'Free to Play', 'Indie']",2017-10-17,291550.0,360880,0
"['Simulation', 'Sports']",2017-10-17,706060.0,361160,231
"['Simulation', 'Sports']",2017-10-17,706080.0,361190,282
"['Simulation', 'Sports']",2017-10-17,706070.0,361200,265
['Action'],2017-10-17,709172.0,361360,0
"['Action', 'Adventure', 'Casual', 'Indie', 'RPG']",2017-10-17,699480.0,361380,0
"['Action', 'Indie', 'Early Access']",2017-10-17,717540.0,361400,278
"['Action', 'Adventure', 'Indie', 'Early Access']",2017-10-17,643970.0,361560,7
"['Adventure', 'Casual', 'Free to Play', 'Massively Multiplayer', 'RPG']",2016-04-01,457590.0,361600,248
"['Action', 'Early Access']",2017-10-12,685450.0,361620,0
"['Indie', 'RPG', 'Strategy']",2017-10-17,727820.0,361630,24
['Action'],2017-10-17,721101.0,361640,93
['Action'],2017-10-17,721105.0,361660,0
['Action'],2017-10-17,721104.0,361670,0
['Action'],2017-10-17,721106.0,361710,0
['Action'],2017-10-17,721108.0,361720,0
"['Adventure', 'Indie']",2017-10-17,556260.0,361730,0
"['Casual', 'Simulation']",2017-10-17,637757.0,361750,0
"['Casual', 'Simulation']",2017-10-17,637758.0,361760,0
"['Casual', 'Simulation']",2017-10-17,637759.0,361770,0
['RPG'],2017-10-16,564793.0,361780,1
['RPG'],2017-10-16,564794.0,495460,0
['RPG'],2017-10-16,488790.0,361850,0
['Indie'],2017-10-17,730770.0,362070,99
"['Casual', 'Simulation']",2017-10-17,637760.0,362090,369
"['Action', 'Casual', 'Indie']",2017-10-17,719380.0,362130,193
"['Casual', 'Strategy']",2017-10-17,575890.0,362140,215
['RPG'],2017-10-17,688248.0,362180,0
"['Casual', 'Indie', 'Simulation']",2017-09-01,708930.0,362190,0
['RPG'],2017-10-17,688249.0,362200,0
['RPG'],2017-10-17,688250.0,362210,0
['RPG'],2017-10-17,688251.0,362220,0
['RPG'],2017-10-17,688252.0,362230,0
['RPG'],2017-10-17,688253.0,362240,0
['RPG'],2017-10-17,688255.0,362250,0
['RPG'],2017-10-17,688256.0,362260,0
['RPG'],2017-10-17,688257.0,362270,0
['RPG'],2017-10-17,688254.0,362280,0
['Simulation'],2017-10-17,675351.0,495470,0
"['Adventure', 'Casual', 'Indie']",2017-10-17,718320.0,362290,343
['Indie'],2017-10-16,722881.0,332250,0
['Action'],2017-10-17,724060.0,362400,0
"['Indie', 'RPG']",2017-10-16,556920.0,320590,0
"['Action', 'Indie', 'Sports', 'Early Access']",2017-10-16,410830.0,362610,456
"['Action', 'Adventure', 'Casual', 'Indie', 'Simulation', 'Sports', 'Strategy']",2017-10-16,736330.0,362660,214
"['Adventure', 'Indie', 'RPG']",Early 2018,733110.0,362740,0
['Indie'],2017-10-16,725640.0,362790,0
"['Casual', 'Indie', 'Sports', 'Early Access']",2017-10-16,512160.0,362830,0
"['Action', 'Adventure', 'Casual', 'Indie', 'Racing']",Play Beta in demo!,717780.0,362920,0
"['Adventure', 'Indie', 'RPG', 'Strategy', 'Early Access']",2017-10-16,722730.0,362930,0
"['Adventure', 'Casual', 'Indie', 'Simulation']",2017-10-16,726070.0,363180,213
"['Indie', 'Simulation', 'Strategy', 'Early Access']",2017-10-16,704510.0,363330,420
"['Action', 'Free to Play', 'RPG']",2017-10-16,678800.0,363480,0
"['Adventure', 'Indie']",2017-10-16,710820.0,363490,148
"['Adventure', 'Casual', 'Indie']",2017-10-16,700830.0,363510,288
['Casual'],2017-10-16,685760.0,363600,680
"['Action', 'Indie']",2017-10-16,717060.0,363610,197
"['Animation &amp; Modeling', 'Design &amp; Illustration', 'Utilities', 'Early Access']",2017-10-16,708120.0,363620,149
"['Action', 'Casual', 'Indie']",2017-10-14,717000.0,363670,155
"['Action', 'Free to Play', 'Indie']",2017-10-14,660340.0,363790,195
"['Action', 'Adventure', 'Casual', 'Free to Play', 'Indie', 'RPG', 'Strategy']",2017-10-15,717190.0,363900,0
"['Indie', 'Strategy', 'Early Access']",2017-10-14,724510.0,363920,206
"['Action', 'Adventure', 'Indie', 'Strategy']",2017-10-16,718980.0,363960,0
"['Action', 'Indie']",2017-10-16,717820.0,363970,1842
"['Action', 'Indie']",2017-10-15,692680.0,364050,524
"['Casual', 'Indie']",2017-10-15,721940.0,364100,0
"['Action', 'Indie', 'Racing']",2017-10-16,719740.0,364110,0
['Casual'],2017-10-16,673920.0,364130,0
"['Indie', 'Simulation']",2017-10-13,715070.0,364190,0
"['Simulation', 'Strategy']",2017-10-13,493900.0,364240,0
"['Action', 'Adventure', 'Free to Play', 'Indie', 'Simulation', 'Strategy']",2017-10-13,723790.0,364270,203
"['Adventure', 'Casual']",2017-10-13,723960.0,364350,378
"['Free to Play', 'Massively Multiplayer', 'RPG']",2017-10-13,724840.0,364370,0
"['Action', 'Indie']",2017-07-10,677700.0,356170,201
